Dataset,Training Start,Training End,Forecast Horizon,Model,Temperature,Series Type,Prompt Type,Examples,Sampling Strategy,Format,sMAPE,MAE,RMSE,Financial Cost ($),CarbonTracker CO2 (g),CarbonTracker Energy Consumption (Wh),Eco2AI CO2 (g),Eco2AI Energy Consumption (Wh),Input Tokens,Output Tokens,Inference Time (s),Actual Values,Predicted Values,Prompt
ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,meta/llama-3.3-70b,0.7,numeric,zero_shot,0,,plain,7.95,2.8,3.65,0.0,0.479694,4.647643,0.360957,3.192362,2157,538,20.77816605567932,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[25.709, 26.437, 28.019, 30.077, 31.65, 32.533, 33.438, 34.695, 36.293, 38.218, 40.316, 41.391, 40.78, 39.296, 38.551, 37.198, 34.192, 31.08, 29.108, 28.479, 28.247, 28.373, 28.72, 29.46]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 41.3287
- Median: 41.6495
- Standard Deviation: 6.747
- Minimum Value: 24.184
- Maximum Value: 58.558
- First Quartile (Q1): 36.7135
- Third Quartile (Q3): 46.079
- Trend Strength (STL): 0.941
- Seasonality Strength (STL): 0.8779

[INPUT]"
ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,meta/llama-3.3-70b,0.7,numeric,zero_shot,0,,plain,7.95,2.8,3.65,0.0,0.455123,4.409577,0.344003,3.042417,2157,538,19.93279480934143,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[25.709, 26.437, 28.019, 30.077, 31.65, 32.533, 33.438, 34.695, 36.293, 38.218, 40.316, 41.391, 40.78, 39.296, 38.551, 37.198, 34.192, 31.08, 29.108, 28.479, 28.247, 28.373, 28.72, 29.46]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 41.3287
- Median: 41.6495
- Standard Deviation: 6.747
- Minimum Value: 24.184
- Maximum Value: 58.558
- First Quartile (Q1): 36.7135
- Third Quartile (Q3): 46.079
- Trend Strength (STL): 0.941
- Seasonality Strength (STL): 0.8779

[INPUT]"
ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,meta/llama-3.3-70b,0.7,numeric,zero_shot,0,,plain,15.1,5.25,6.31,0.0,0.523908,5.076026,0.405268,3.584257,2157,593,21.87220358848572,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[25.709, 26.437, 27.641, 28.019, 28.587, 30.077, 30.664, 31.65, 32.533, 33.438, 34.695, 36.293, 38.218, 40.316, 41.391, 40.78, 39.296, 38.551, 37.198, 34.192, 31.08, 29.108, 28.479, 28.247]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 41.3287
- Median: 41.6495
- Standard Deviation: 6.747
- Minimum Value: 24.184
- Maximum Value: 58.558
- First Quartile (Q1): 36.7135
- Third Quartile (Q3): 46.079
- Trend Strength (STL): 0.941
- Seasonality Strength (STL): 0.8779

[INPUT]"
ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,meta/llama-3.3-70b,0.7,numeric,zero_shot,0,,plain,5.64,1.8,2.37,0.0,0.478969,4.640618,0.370115,3.273356,2157,538,19.881591796875,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[25.709, 27.641, 30.077, 32.533, 35.004, 37.089, 40.316, 41.391, 42.719, 44.017, 43.218, 40.78, 38.551, 36.293, 34.192, 31.355, 29.46, 28.373, 27.997, 28.247, 28.86, 30.582, 32.427, 34.166]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 41.3287
- Median: 41.6495
- Standard Deviation: 6.747
- Minimum Value: 24.184
- Maximum Value: 58.558
- First Quartile (Q1): 36.7135
- Third Quartile (Q3): 46.079
- Trend Strength (STL): 0.941
- Seasonality Strength (STL): 0.8779

[INPUT]"
ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,meta/llama-3.3-70b,0.7,numeric,zero_shot,0,,plain,7.55,2.36,2.75,0.0,0.485405,4.702975,0.374742,3.314281,2157,541,19.92322516441345,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[25.709, 27.126, 30.349, 34.419, 38.199, 41.094, 42.631, 44.003, 45.282, 43.987, 40.964, 37.792, 35.395, 33.461, 31.678, 30.135, 28.755, 27.574, 26.578, 25.725, 25.004, 24.399, 23.909, 23.499]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 41.3287
- Median: 41.6495
- Standard Deviation: 6.747
- Minimum Value: 24.184
- Maximum Value: 58.558
- First Quartile (Q1): 36.7135
- Third Quartile (Q3): 46.079
- Trend Strength (STL): 0.941
- Seasonality Strength (STL): 0.8779

[INPUT]"
ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,meta/llama-3.3-70b,0.7,textual,zero_shot,0,,plain,5.43,1.92,2.24,0.0,0.598374,5.79751,0.427876,3.7842,2158,619,23.9699490070343,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[25.0709, 24.8412, 26.3845, 30.4897, 35.6033, 39.4678, 41.9606, 43.2354, 44.1951, 45.3497, 44.8649, 42.7612, 40.2455, 37.4459, 35.0623, 33.4558, 32.4196, 31.6764, 30.9891, 29.7943, 28.3247, 27.3212, 26.4935, 25.9189]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 41.3287
- Median: 41.6495
- Standard Deviation: 6.747
- Minimum Value: 24.184
- Maximum Value: 58.558
- First Quartile (Q1): 36.7135
- Third Quartile (Q3): 46.079
- Trend Strength (STL): 0.941
- Seasonality Strength (STL): 0.8779

[INPUT]"
ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,meta/llama-3.3-70b,0.7,textual,zero_shot,0,,plain,7.84,2.31,2.69,0.0,0.518277,5.021466,0.391073,3.458708,2158,562,20.828677892684937,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[25.7079, 26.7374, 28.8762, 31.9801, 35.4513, 38.5945, 40.9708, 42.3707, 42.6836, 41.7994, 39.8703, 37.2029, 34.6448, 32.1993, 30.0043, 28.1032, 26.5331, 25.2885, 24.3967, 23.8646, 23.6954, 24.0113, 24.8409, 26.2369]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 41.3287
- Median: 41.6495
- Standard Deviation: 6.747
- Minimum Value: 24.184
- Maximum Value: 58.558
- First Quartile (Q1): 36.7135
- Third Quartile (Q3): 46.079
- Trend Strength (STL): 0.941
- Seasonality Strength (STL): 0.8779

[INPUT]"
ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,meta/llama-3.3-70b,0.7,textual,zero_shot,0,,plain,11.06,3.55,3.94,0.0,0.520946,5.047322,0.396703,3.508505,2158,565,20.825793266296387,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[26.2311, 27.3819, 29.6642, 33.1795, 37.4503, 41.1074, 43.3278, 44.0597, 43.1986, 40.9649, 37.5742, 34.1928, 31.3601, 29.1443, 27.4295, 26.2568, 25.6234, 25.4971, 25.8837, 26.7826, 28.1989, 30.1812, 32.7659, 35.9626]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 41.3287
- Median: 41.6495
- Standard Deviation: 6.747
- Minimum Value: 24.184
- Maximum Value: 58.558
- First Quartile (Q1): 36.7135
- Third Quartile (Q3): 46.079
- Trend Strength (STL): 0.941
- Seasonality Strength (STL): 0.8779

[INPUT]"
ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,meta/llama-3.3-70b,0.7,textual,zero_shot,0,,plain,11.48,3.7,4.41,0.0,0.518662,5.025197,0.372722,3.296408,2158,562,20.705222606658936,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[26.2274, 27.3193, 29.5632, 32.9585, 36.4118, 39.1411, 40.5949, 40.6517, 39.2356, 36.5895, 33.7758, 31.3504, 29.4803, 28.1642, 27.3739, 26.9856, 26.9431, 27.2455, 28.0102, 29.1997, 30.6834, 32.3058, 34.0191, 35.6973]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 41.3287
- Median: 41.6495
- Standard Deviation: 6.747
- Minimum Value: 24.184
- Maximum Value: 58.558
- First Quartile (Q1): 36.7135
- Third Quartile (Q3): 46.079
- Trend Strength (STL): 0.941
- Seasonality Strength (STL): 0.8779

[INPUT]"
ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,meta/llama-3.3-70b,0.7,textual,zero_shot,0,,plain,8.57,2.65,2.83,0.0,0.512288,4.963436,0.395616,3.498892,2158,562,20.774134874343872,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[25.2439, 26.1313, 28.3501, 31.8314, 36.1978, 40.1812, 42.8705, 44.1117, 43.7765, 41.8106, 38.9705, 35.7946, 33.3993, 31.3849, 29.7324, 28.3548, 27.2481, 26.3432, 25.6017, 25.0169, 24.5631, 24.2395, 23.9715, 23.7516]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 41.3287
- Median: 41.6495
- Standard Deviation: 6.747
- Minimum Value: 24.184
- Maximum Value: 58.558
- First Quartile (Q1): 36.7135
- Third Quartile (Q3): 46.079
- Trend Strength (STL): 0.941
- Seasonality Strength (STL): 0.8779

[INPUT]"
