Dataset,Training Start,Training End,Forecast Horizon,Model,Temperature,Series Type,Prompt Type,Examples,Sampling Strategy,Format,sMAPE,MAE,RMSE,Financial Cost ($),CarbonTracker CO2 (g),CarbonTracker Energy Consumption (Wh),Eco2AI CO2 (g),Eco2AI Energy Consumption (Wh),Input Tokens,Output Tokens,Inference Time (s),Actual Values,Predicted Values,Prompt
Wike2000,2012-07-08 00:00:00,2013-07-06 00:00:00,7,qwen3-8b,0.7,numeric,zero_shot,0,,plain,16.12,526.14,1126.88,0.0,0.162521,0.365216,0.060698,0.536824,11507,227,3.76730751991272,"[1724, 5070, 5243, 5313, 5085, 4292, 1481]","[4685.0, 4931.0, 5183.0, 5045.0, 5117.0, 4202.0, 1614.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 4321.0082
- Median: 4911.5
- Standard Deviation: 1712.6011
- Minimum Value: 1262
- Maximum Value: 7068
- First Quartile (Q1): 2259.25
- Third Quartile (Q3): 5566.25
- Trend Strength (STL): 0.8938
- Seasonality Strength (STL): 0.9801

[INPUT]"
Wike2000,2012-07-08 00:00:00,2013-07-06 00:00:00,7,qwen3-8b,0.7,numeric,zero_shot,0,,plain,18.49,615.76,1139.04,0.0,0.061341,0.137846,0.031727,0.280598,11507,241,1.7519619464874268,"[1724, 5070, 5243, 5313, 5085, 4292, 1481]","[4668.5, 4966.8, 5284.7, 4987.5, 4799.4, 3873.1, 1671.9]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 4321.0082
- Median: 4911.5
- Standard Deviation: 1712.6011
- Minimum Value: 1262
- Maximum Value: 7068
- First Quartile (Q1): 2259.25
- Third Quartile (Q3): 5566.25
- Trend Strength (STL): 0.8938
- Seasonality Strength (STL): 0.9801

[INPUT]"
Wike2000,2012-07-08 00:00:00,2013-07-06 00:00:00,7,qwen3-8b,0.7,numeric,zero_shot,0,,plain,37.41,1404.0,2049.88,0.0,0.063413,0.1425,0.030252,0.26755,11507,227,1.6581370830535889,"[1724, 5070, 5243, 5313, 5085, 4292, 1481]","[5498.0, 5638.0, 5554.0, 5485.0, 5404.0, 5283.0, 5174.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 4321.0082
- Median: 4911.5
- Standard Deviation: 1712.6011
- Minimum Value: 1262
- Maximum Value: 7068
- First Quartile (Q1): 2259.25
- Third Quartile (Q3): 5566.25
- Trend Strength (STL): 0.8938
- Seasonality Strength (STL): 0.9801

[INPUT]"
Wike2000,2012-07-08 00:00:00,2013-07-06 00:00:00,7,qwen3-8b,0.7,numeric,zero_shot,0,,plain,33.48,1103.0,1602.83,0.0,0.07028,0.157933,0.030381,0.268696,11507,227,1.646510124206543,"[1724, 5070, 5243, 5313, 5085, 4292, 1481]","[4856.0, 5209.0, 5277.0, 4681.0, 4170.0, 1674.0, 1732.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 4321.0082
- Median: 4911.5
- Standard Deviation: 1712.6011
- Minimum Value: 1262
- Maximum Value: 7068
- First Quartile (Q1): 2259.25
- Third Quartile (Q3): 5566.25
- Trend Strength (STL): 0.8938
- Seasonality Strength (STL): 0.9801

[INPUT]"
Wike2000,2012-07-08 00:00:00,2013-07-06 00:00:00,7,qwen3-8b,0.7,numeric,zero_shot,0,,plain,34.43,1106.86,1512.67,0.0,0.057406,0.129002,0.030511,0.269842,11507,227,1.6445987224578855,"[1724, 5070, 5243, 5313, 5085, 4292, 1481]","[4568.0, 4978.0, 5103.0, 4612.0, 4103.0, 1803.0, 1981.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 4321.0082
- Median: 4911.5
- Standard Deviation: 1712.6011
- Minimum Value: 1262
- Maximum Value: 7068
- First Quartile (Q1): 2259.25
- Third Quartile (Q3): 5566.25
- Trend Strength (STL): 0.8938
- Seasonality Strength (STL): 0.9801

[INPUT]"
Wike2000,2012-07-08 00:00:00,2013-07-06 00:00:00,7,qwen3-8b,0.7,textual,zero_shot,0,,plain,41.85,1686.0,2304.63,0.0,0.22296,0.501033,0.052432,0.463717,12599,255,3.8730239868164062,"[1724, 5070, 5243, 5313, 5085, 4292, 1481]","[5684.0, 5691.0, 5703.0, 5715.0, 5727.0, 5739.0, 5751.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 4321.0082
- Median: 4911.5
- Standard Deviation: 1712.6011
- Minimum Value: 1262
- Maximum Value: 7068
- First Quartile (Q1): 2259.25
- Third Quartile (Q3): 5566.25
- Trend Strength (STL): 0.8938
- Seasonality Strength (STL): 0.9801

[INPUT]"
Wike2000,2012-07-08 00:00:00,2013-07-06 00:00:00,7,qwen3-8b,0.7,textual,zero_shot,0,,plain,33.75,1164.0,1721.5,0.0,0.060873,0.136792,0.026251,0.232165,12599,207,1.5425691604614258,"[1724, 5070, 5243, 5313, 5085, 4292, 1481]","[4865.0, 4913.0, 4852.0, 4794.0, 4745.0, 4707.0, 4666.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 4321.0082
- Median: 4911.5
- Standard Deviation: 1712.6011
- Minimum Value: 1262
- Maximum Value: 7068
- First Quartile (Q1): 2259.25
- Third Quartile (Q3): 5566.25
- Trend Strength (STL): 0.8938
- Seasonality Strength (STL): 0.9801

[INPUT]"
Wike2000,2012-07-08 00:00:00,2013-07-06 00:00:00,7,qwen3-8b,0.7,textual,zero_shot,0,,plain,33.73,1177.49,1822.87,0.0,0.084002,0.188768,0.028182,0.249249,12599,241,1.776348114013672,"[1724, 5070, 5243, 5313, 5085, 4292, 1481]","[4965.8, 4925.2, 4991.6, 4948.4, 4969.8, 4937.6, 4960.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 4321.0082
- Median: 4911.5
- Standard Deviation: 1712.6011
- Minimum Value: 1262
- Maximum Value: 7068
- First Quartile (Q1): 2259.25
- Third Quartile (Q3): 5566.25
- Trend Strength (STL): 0.8938
- Seasonality Strength (STL): 0.9801

[INPUT]"
Wike2000,2012-07-08 00:00:00,2013-07-06 00:00:00,7,qwen3-8b,0.7,textual,zero_shot,0,,plain,34.65,1212.96,1765.23,0.0,0.058313,0.13104,0.026788,0.236916,12599,241,1.7795450687408447,"[1724, 5070, 5243, 5313, 5085, 4292, 1481]","[4965.8, 4774.3, 4682.8, 4795.3, 4652.8, 4510.3, 4705.8]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 4321.0082
- Median: 4911.5
- Standard Deviation: 1712.6011
- Minimum Value: 1262
- Maximum Value: 7068
- First Quartile (Q1): 2259.25
- Third Quartile (Q3): 5566.25
- Trend Strength (STL): 0.8938
- Seasonality Strength (STL): 0.9801

[INPUT]"
Wike2000,2012-07-08 00:00:00,2013-07-06 00:00:00,7,qwen3-8b,0.7,textual,zero_shot,0,,plain,33.77,1200.96,1955.72,0.0,0.05687,0.127797,0.033137,0.293071,12599,241,1.7462573051452637,"[1724, 5070, 5243, 5313, 5085, 4292, 1481]","[5496.8, 4928.1, 5332.4, 5030.7, 5148.4, 4871.5, 4958.4]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 4321.0082
- Median: 4911.5
- Standard Deviation: 1712.6011
- Minimum Value: 1262
- Maximum Value: 7068
- First Quartile (Q1): 2259.25
- Third Quartile (Q3): 5566.25
- Trend Strength (STL): 0.8938
- Seasonality Strength (STL): 0.9801

[INPUT]"
