date,value
2013-06-28 07:00:01,-1.2860510375909946
2013-06-28 08:00:01,-1.1847625566993245
2013-06-28 09:00:01,-0.3942025640364154
2013-06-28 10:00:01,1.5301137750502818
2013-06-28 11:00:01,1.4443626967865766
2013-06-28 12:00:01,1.4705423655941003
2013-06-28 13:00:01,1.6226226597287583
2013-06-28 14:00:01,1.5141457496425388
2013-06-28 15:00:01,1.4723343567886982
2013-06-28 16:00:01,1.5134677263279757
2013-06-28 17:00:01,1.5092084262714776
2013-06-28 18:00:01,1.5381581147483192
2013-06-28 19:00:01,1.4704903237565592
2013-06-28 20:00:01,1.338643283882594
2013-06-28 21:00:01,1.4031843408330698
2013-06-28 22:00:01,0.7373254310638683
2013-06-28 23:00:01,-0.2688599551881179
2013-06-29 00:00:01,-0.7330247446131779
2013-06-29 01:00:01,-1.1536547008539109
2013-06-29 02:00:01,-1.200336363758415
2013-06-29 03:00:01,-1.1565464794216151
2013-06-29 04:00:01,-1.37314751908801
2013-06-29 05:00:01,-1.37660945226537
2013-06-29 06:00:01,-1.434502974729558
2013-06-29 07:00:01,-1.3972738088425685
2013-06-29 08:00:01,-1.1322576813106495
2013-06-29 09:00:01,-0.6723533604357772
2013-06-29 10:00:01,1.2569465368242865
2013-06-29 11:00:01,1.1328807728578298
2013-06-29 12:00:01,1.1437991909233898
2013-06-29 13:00:01,1.548374518016879
2013-06-29 14:00:01,1.4851390423824573
2013-06-29 15:00:01,1.476775992442938
2013-06-29 16:00:01,1.375433909809751
2013-06-29 17:00:01,1.659449178114623
2013-06-29 18:00:01,1.8196971935317123
2013-06-29 19:00:01,1.4611778792780437
2013-06-29 20:00:01,1.3712031220759124
2013-06-29 21:00:01,1.5886943518957581
2013-06-29 22:00:01,0.6977345131525015
2013-06-29 23:00:01,-0.17571021754401434
2013-06-30 00:00:01,-0.7302026501782015
2013-06-30 01:00:01,-1.1225266374764018
2013-06-30 02:00:01,-1.151261756819531
2013-06-30 03:00:01,-1.2556127134764157
2013-06-30 04:00:01,-1.3699503281526684
2013-06-30 05:00:01,-1.3722899765748138
2013-06-30 06:00:01,-1.3244041479122357
2013-06-30 07:00:01,-1.3492914058205265
2013-06-30 08:00:01,-1.2499227936463777
2013-06-30 09:00:01,-0.3333122421997979
2013-06-30 10:00:01,1.5273290210183974
2013-06-30 11:00:01,1.5070458294548668
