date,value
2016-07-12 06:00:00,37.224385641697786
2016-07-12 07:00:00,36.8765560719362
2016-07-12 08:00:00,37.69439621160221
2016-07-12 09:00:00,39.84880213088436
2016-07-12 10:00:00,41.690676960380614
2016-07-12 11:00:00,44.108179820621416
2016-07-12 12:00:00,46.8916545674616
2016-07-12 13:00:00,47.16659857637781
2016-07-12 14:00:00,49.33412087308424
2016-07-12 15:00:00,49.31865010331492
2016-07-12 16:00:00,47.35734427967769
2016-07-12 17:00:00,46.917378114731726
2016-07-12 18:00:00,46.40140108242759
2016-07-12 19:00:00,44.867330907633885
2016-07-12 20:00:00,43.366896893864535
2016-07-12 21:00:00,42.28386172337561
2016-07-12 22:00:00,41.753308722302236
2016-07-12 23:00:00,41.582010137529764
2016-07-13 00:00:00,40.89598815716274
2016-07-13 01:00:00,40.134573973420316
2016-07-13 02:00:00,40.49670563197386
2016-07-13 03:00:00,39.71487285212193
2016-07-13 04:00:00,39.33514620709894
2016-07-13 05:00:00,38.593561039215246
2016-07-13 06:00:00,38.77148141387176
2016-07-13 07:00:00,38.90391751239785
2016-07-13 08:00:00,38.64888638383595
2016-07-13 09:00:00,40.49592610466145
2016-07-13 10:00:00,41.177611720404194
2016-07-13 11:00:00,41.45955046698385
2016-07-13 12:00:00,39.41939647494076
2016-07-13 13:00:00,39.03684077047144
2016-07-13 14:00:00,41.73577092139403
2016-07-13 15:00:00,44.600737306952475
2016-07-13 16:00:00,44.321733443765616
2016-07-13 17:00:00,43.46876943579793
2016-07-13 18:00:00,43.7577108581334
2016-07-13 19:00:00,42.880454675774146
2016-07-13 20:00:00,42.56807410062653
2016-07-13 21:00:00,42.21778672747862
2016-07-13 22:00:00,37.273243399362045
2016-07-13 23:00:00,37.37863501055477
2016-07-14 00:00:00,37.75962862326951
2016-07-14 01:00:00,37.72214839711942
2016-07-14 02:00:00,37.7041915520207
2016-07-14 03:00:00,37.85751905189025
2016-07-14 04:00:00,37.470405132156706
2016-07-14 05:00:00,37.55714084856516
2016-07-14 06:00:00,35.43594553114001
2016-07-14 07:00:00,35.22969109395441
2016-07-14 08:00:00,36.74999847144377
2016-07-14 09:00:00,37.70517646679528
2016-07-14 10:00:00,38.525193954464996
2016-07-14 11:00:00,39.66461911230574
2016-07-14 12:00:00,41.28786155524614
2016-07-14 13:00:00,42.58570922550383
2016-07-14 14:00:00,42.66689381479007
2016-07-14 15:00:00,43.43350708304103
2016-07-14 16:00:00,43.12344726185615
2016-07-14 17:00:00,40.83665568878209
2016-07-14 18:00:00,35.48915823004059
2016-07-14 19:00:00,34.66947936643936
2016-07-14 20:00:00,33.38491300243417
2016-07-14 21:00:00,33.36675009356492
2016-07-14 22:00:00,33.11321141025453
2016-07-14 23:00:00,33.44309254009878
2016-07-15 00:00:00,33.37444681487242
2016-07-15 01:00:00,34.25081264142681
2016-07-15 02:00:00,34.56008554231152
2016-07-15 03:00:00,34.356621897611134
2016-07-15 04:00:00,34.560036953928226
2016-07-15 05:00:00,35.457334229249305
2016-07-15 06:00:00,35.13925925172241
2016-07-15 07:00:00,36.341713094552816
2016-07-15 08:00:00,37.25405460528324
2016-07-15 09:00:00,40.146604377186975
2016-07-15 10:00:00,41.97559224875056
2016-07-15 11:00:00,42.996070600088636
2016-07-15 12:00:00,42.635545277974074
2016-07-15 13:00:00,42.215316255163536
2016-07-15 14:00:00,42.79210294254611
2016-07-15 15:00:00,43.3486725501684
2016-07-15 16:00:00,37.862179343962005
2016-07-15 17:00:00,37.458757913877136
2016-07-15 18:00:00,34.543605539182124
2016-07-15 19:00:00,33.946596083634326
2016-07-15 20:00:00,33.57350143735415
2016-07-15 21:00:00,33.454940258291806
2016-07-15 22:00:00,33.72093547149882
2016-07-15 23:00:00,33.49223069598818
2016-07-16 00:00:00,33.62762091794063
2016-07-16 01:00:00,33.80376322749541
2016-07-16 02:00:00,33.24661646769339
2016-07-16 03:00:00,33.102778751190726
2016-07-16 04:00:00,32.87025664132459
2016-07-16 05:00:00,32.653727135486896
