date,value
2024-01-01,96.81593074
2024-01-02,105.06253372329999
2024-01-03,109.103499376
2024-01-04,110.049435256
2024-01-05,110.9910415446
2024-01-06,108.0153231
2024-01-07,106.02203762
2024-01-08,113.33509166
2024-01-09,114.83477621
2024-01-10,115.47953062
2024-01-11,115.96129198
2024-01-12,115.186347942
2024-01-13,110.763682426
2024-01-14,107.22774333
2024-01-15,116.5507451
2024-01-16,119.67968295
2024-01-17,119.80164587
2024-01-18,117.71032205
2024-01-19,116.94587333
2024-01-20,114.99838128
2024-01-21,112.1508312504
2024-01-22,117.24326693
2024-01-23,117.46488843
2024-01-24,116.5388055
2024-01-25,115.27198822
2024-01-26,112.45020229000001
2024-01-27,110.21247648
2024-01-28,106.51463826
2024-01-29,111.818800075
2024-01-30,113.1865051622
2024-01-31,112.10870805
2024-02-01,118.43242348979
2024-02-02,116.87838501350001
2024-02-03,113.1124752
2024-02-04,108.68101279
2024-02-05,113.40529431
2024-02-06,115.39229678
2024-02-07,114.78707598
2024-02-08,112.64015347
2024-02-09,108.12888188
2024-02-10,101.44466396
2024-02-11,95.08199958
2024-02-12,98.54937785999999
2024-02-13,99.7530194
2024-02-14,100.701341825
2024-02-15,103.24212796
2024-02-16,101.89567313
2024-02-17,98.6834189356
2024-02-18,96.88967325
2024-02-19,102.97019264
2024-02-20,108.37667299879999
2024-02-21,110.54400837909999
2024-02-22,113.61419977055999
2024-02-23,113.80393617
2024-02-24,110.84563709
2024-02-25,105.30144406
2024-02-26,109.61415829
2024-02-27,111.8183439
2024-02-28,112.74573985
2024-03-01,113.63567457
2024-03-02,107.27023067
2024-03-03,103.22323859
2024-03-04,110.1561860522
2024-03-05,114.26879952
2024-03-06,114.76881506
2024-03-07,112.4475884245
2024-03-08,110.0667876869
2024-03-09,107.43507965
2024-03-10,103.08984472
2024-03-11,106.22068938999999
2024-03-12,105.96288358
2024-03-13,110.3617420735
2024-03-14,108.70281634
2024-03-15,102.8839273
2024-03-16,99.96847409
2024-03-17,97.24712794
2024-03-18,105.21900567
2024-03-19,106.95478116
2024-03-20,107.508466
2024-03-21,104.69849387
2024-03-22,102.73208752
2024-03-23,100.21687688
2024-03-24,97.67317827
2024-03-25,102.3413544875
2024-03-26,104.34651072999999
2024-03-27,102.37323782
2024-03-28,100.737152979
2024-03-29,95.2721449484
2024-03-30,92.4418608736
2024-03-31,89.97282014
2024-04-01,96.391971372
2024-04-02,101.031373043
2024-04-03,104.110489665
2024-04-04,103.81616268
2024-04-05,102.30051942
2024-04-06,99.46715184
2024-04-07,94.76253739
2024-04-08,100.25344764
2024-04-09,99.63509223
2024-04-10,99.67415278
2024-04-11,97.72654152
2024-04-12,96.21561374000001
2024-04-13,91.857505706
2024-04-14,88.6239690362
2024-04-15,94.931424810248
2024-04-16,97.35718756429999
2024-04-17,100.26542743
2024-04-18,99.92244853999999
2024-04-19,99.4259033
2024-04-20,97.61273749
2024-04-21,93.96231899
2024-04-22,100.84194323
2024-04-23,100.589759558
2024-04-24,100.273168858
2024-04-25,100.36315392
2024-04-26,99.628897833
2024-04-27,94.39196823
2024-04-28,90.24824603
2024-04-29,97.09100266
2024-04-30,96.38152428
2024-05-01,92.60595376713
2024-05-02,94.599865374
2024-05-03,96.20675798
2024-05-04,95.6401402
2024-05-05,93.885422625621
2024-05-06,98.2412688128
2024-05-07,99.45320966999999
2024-05-08,99.25139564
2024-05-09,98.93996671000001
2024-05-10,98.07776869
2024-05-11,96.51840974
2024-05-12,93.28443772
2024-05-13,97.3213745
2024-05-14,97.31692439
2024-05-15,98.51770054
2024-05-16,98.01478278
2024-05-17,96.14413379
2024-05-18,93.29873253
2024-05-19,90.47187836
2024-05-20,94.99281554
2024-05-21,96.99435603
2024-05-22,98.3357437
2024-05-23,99.65883912
2024-05-24,100.30607801000001
2024-05-25,95.42891722
2024-05-26,90.32399657
2024-05-27,95.68339724
2024-05-28,97.44991425
2024-05-29,96.42644026
2024-05-30,97.21555349
2024-05-31,97.06430346
2024-06-01,94.40264938
2024-06-02,90.77566505
2024-06-03,97.99822824
2024-06-04,100.85030061
2024-06-05,100.10361228000001
2024-06-06,99.65394288
2024-06-07,99.07563446
2024-06-08,94.95493426
2024-06-09,92.17669047
2024-06-10,97.70568073
2024-06-11,100.99088926
2024-06-12,100.614828024
2024-06-13,101.93752271
2024-06-14,101.79274642
2024-06-15,98.27069275000001
2024-06-16,93.35063649
2024-06-17,99.020408587
2024-06-18,102.2412033
2024-06-19,101.5327595
2024-06-20,101.46054619
2024-06-21,101.82196603
2024-06-22,95.92767106
2024-06-23,92.79339028
2024-06-24,100.59149646
2024-06-25,101.50234092000001
2024-06-26,102.06889208
2024-06-27,102.028482616
2024-06-28,99.83835795
2024-06-29,96.2645689851
2024-06-30,94.0237468259
2024-07-01,101.32392289
2024-07-02,99.172001477
2024-07-03,98.078950894
2024-07-04,96.8029195055
2024-07-05,97.5018018061
2024-07-06,94.7482229734
2024-07-07,92.8165631594
2024-07-08,101.932657706
2024-07-09,102.2179462532
2024-07-10,102.8216192424
2024-07-11,102.4895794488
2024-07-12,101.604478947
2024-07-13,97.918991708
2024-07-14,93.7548446104
2024-07-15,100.1261586857
2024-07-16,101.36318304
2024-07-17,103.38210512
2024-07-18,103.38212333
2024-07-19,100.92482833999999
2024-07-20,97.0681532
2024-07-21,95.35903239
2024-07-22,102.66651648
2024-07-23,104.02018632000001
2024-07-24,103.31493812309999
2024-07-25,103.055470891
2024-07-26,101.114088468
2024-07-27,97.3199606344
2024-07-28,93.14153136448999
2024-07-29,100.26784030097
2024-07-30,102.869131454
2024-07-31,103.2553313699
2024-08-01,103.08268806
2024-08-02,102.54883973
2024-08-03,99.6169729105
2024-08-04,95.136613177
2024-08-05,102.0304610112
2024-08-06,103.50956112
2024-08-07,103.48844571
2024-08-08,103.2440756
2024-08-09,101.72891117
2024-08-10,97.7729274727
2024-08-11,93.5248097257
2024-08-12,99.48966286
2024-08-13,102.51139777
2024-08-14,102.6745713964936
2024-08-15,99.8604332558
2024-08-16,100.153711150755
2024-08-17,97.32633941089
2024-08-18,94.572009046
2024-08-19,99.96878543
2024-08-20,102.24623338399999
2024-08-21,104.663236033
2024-08-22,102.81895731
2024-08-23,101.40657879
2024-08-24,97.66145998
2024-08-25,93.987642052
2024-08-26,99.663974428997
2024-08-27,100.60203473912
2024-08-28,100.8453072189
2024-08-29,102.10116466
2024-08-30,101.92537568
2024-08-31,96.20583958019999
2024-09-01,94.91198733434
2024-09-02,99.80177591254001
2024-09-03,102.8056958479
2024-09-04,101.87808393590001
2024-09-05,100.7424908
2024-09-06,101.32506073
2024-09-07,98.796272388
2024-09-08,96.51780820209
2024-09-09,100.383645512
2024-09-10,101.169165226
2024-09-11,102.06533408
2024-09-12,102.598112911
2024-09-13,101.34081596
2024-09-14,99.33782255
2024-09-15,94.2281296
2024-09-16,98.34219985
2024-09-17,99.855127348
2024-09-18,101.81336011
2024-09-19,101.89388701
2024-09-20,101.45880538
2024-09-21,98.09170853
2024-09-22,93.8408526212299
2024-09-23,100.859127092
2024-09-24,101.443642674
2024-09-25,102.829514901
2024-09-26,100.95130888
2024-09-27,98.50210972
2024-09-28,95.30298844000001
2024-09-29,92.51684819
2024-09-30,98.1243556595
2024-10-01,97.23333485
2024-10-02,98.24262323
2024-10-03,97.49337484
2024-10-04,98.64010342
2024-10-05,96.82183463
2024-10-06,94.41615909000001
2024-10-07,100.70191174
2024-10-08,102.35368368
2024-10-09,100.40417435
2024-10-10,99.08349795
2024-10-11,99.30798967
2024-10-12,94.04013854
2024-10-13,92.63549188
2024-10-14,99.44665652
2024-10-15,103.57934241
2024-10-16,103.14021703
2024-10-17,103.019568374
2024-10-18,101.2046497
2024-10-19,96.77256436
2024-10-20,92.41413342999999
2024-10-21,99.563076718
2024-10-22,101.61490951
2024-10-23,101.28343287
2024-10-24,102.11608308999999
2024-10-25,100.584077606
2024-10-26,98.66368417
2024-10-27,95.36522745
2024-10-28,100.466295
2024-10-29,101.9531618536
2024-10-30,101.7391492733
2024-10-31,100.20977035599999
2024-11-01,97.800978901
2024-11-02,95.610176356
2024-11-03,93.31990401
2024-11-04,99.535697656
2024-11-05,102.94746847
2024-11-06,104.64011497
2024-11-07,105.43133643
2024-11-08,104.93969139000001
2024-11-09,101.95693863
2024-11-10,98.02660465
2024-11-11,102.8416928341
2024-11-12,107.49308663
2024-11-13,108.20761845
2024-11-14,108.21981035
2024-11-15,106.65142847999999
2024-11-16,102.00087158299999
2024-11-17,98.12246431872
2024-11-18,106.65641995
2024-11-19,110.51729499199999
2024-11-20,110.28480649
2024-11-21,112.38392238
2024-11-22,112.67443123999999
2024-11-23,108.08986533000001
2024-11-24,104.69072631
2024-11-25,109.820838562
2024-11-26,111.95041139
2024-11-27,112.6989682
2024-11-28,111.99287953
2024-11-29,113.94044368
2024-11-30,112.68406372
2024-12-01,104.5396804850091
2024-12-02,111.55858042937
2024-12-03,114.49690435
2024-12-04,115.50873198
2024-12-05,114.76094957000001
2024-12-06,115.77124279
2024-12-07,113.115100352
2024-12-08,108.82543943
2024-12-09,114.2374438
2024-12-10,117.60470649
2024-12-11,119.17065901000001
2024-12-12,121.3699134935
2024-12-13,119.876860174
2024-12-14,114.226029975
2024-12-15,110.586210947
2024-12-16,113.88552241000001
2024-12-17,115.277468791
2024-12-18,115.78729237499999
2024-12-19,117.5951457936
2024-12-20,115.67869855000001
2024-12-21,112.526018133098
2024-12-22,109.85532923
2024-12-23,111.95062188
2024-12-24,111.632119438
2024-12-25,105.490229172
2024-12-26,108.131847053
2024-12-27,111.23329703350001
2024-12-28,109.83350599959999
2024-12-29,106.058725342
2024-12-30,109.407465344
2024-12-31,108.4860841015
2025-01-01,100.78660519
2025-01-02,108.2802940591
2025-01-03,112.57821884
2025-01-04,113.71249034
2025-01-05,111.191131102
2025-01-06,110.015826176
2025-01-07,111.212332587
2025-01-08,117.267615813
2025-01-09,120.004163155
2025-01-10,119.99033578800001
2025-01-11,118.596005229
2025-01-12,114.45806119
2025-01-13,113.341820629
2025-01-14,112.582570577
2025-01-15,116.3762465117
2025-01-16,117.439673620771
2025-01-17,116.25665058
2025-01-18,111.756624
2025-01-19,111.78532322
2025-01-20,114.12175285000001
2025-01-21,114.37301751
2025-01-22,114.54249884000001
2025-01-23,113.3991263
2025-01-24,113.21596316
2025-01-25,109.19617672
2025-01-26,106.14306538
2025-01-27,105.66429726
2025-01-28,103.1800545
2025-01-29,104.35410666
2025-01-30,103.995018936
2025-01-31,104.3274434762
2025-02-01,107.89382123
2025-02-02,106.67973296
2025-02-03,107.21709332
2025-02-04,106.02802001
2025-02-05,113.20228945
2025-02-06,116.32863578
